,code,name,reservedPerShare,bvps,perundp,trade,total,end
2847,300461,田中精机,2.29,4.36,0.87,76.46,7.52,68.94
1086,300521,爱司凯,2.55,5.64,1.97,79.41,10.16,69.25
2551,2789,建艺集团,7.52,13.01,3.91,93.88,24.44,69.44
2904,2796,世嘉科技,3.33,5.91,1.31,80.0,10.55,69.45
1199,300552,万集科技,0.86,5.65,2.4,79.3,8.91,70.39
129,300534,陇神戎发,4.84,7.98,1.9,85.77,14.72,71.05
2753,2809,红墙股份,5.43,10.86,4.11,93.6,20.4,73.2
24,300560,中富通,0.74,5.6,2.48,82.17,8.82,73.35
2947,2793,东音股份,3.1,6.73,2.31,86.1,12.14,73.96
1961,2800,天顺股份,2.04,5.37,2.2,83.73,9.61,74.12
868,603528,多伦科技,1.8,6.29,3.1,85.77,11.19,74.58
1092,661,长春高新,11.56,22.31,8.65,117.31,42.52,74.79
515,2818,富森美,0.25,6.86,4.79,86.96,11.9,75.06
1340,2729,好利来,2.67,5.95,1.99,87.29,10.61,76.68
19,603203,快克股份,0.64,3.53,0.96,82.03,5.13,76.9
182,603636,南威软件,4.06,8.54,3.08,92.99,15.68,77.31
2398,2771,真视通,3.41,6.99,2.52,90.6,12.92,77.68
472,300488,恒锋工具,3.27,10.2,5.43,96.78,18.9,77.88
2891,2780,三夫户外,2.5,5.62,1.9,87.9,10.02,77.88
542,300555,路通视信,0.36,3.81,2.45,85.58,6.62,78.96
140,603738,泰晶科技,4.01,7.89,2.62,93.64,14.52,79.12
2942,2795,永和智控,3.43,5.9,1.22,89.86,10.55,79.31
214,300530,达志科技,2.87,6.65,2.53,92.57,12.05,80.52
778,2749,国光股份,4.41,11.77,5.66,102.7,21.84,80.86
16,300505,川金诺,2.97,6.49,2.22,93.34,11.68,81.66
191,603258,电魂网络,0.06,3.41,1.38,86.53,4.85,81.68
2145,300551,古鳌科技,0.61,3.93,2.34,90.06,6.88,83.18
396,300549,优德精密,3.61,6.27,1.43,94.85,11.31,83.54
133,300458,全志科技,5.11,12.95,6.03,108.53,24.09,84.44
2726,300469,信息发展,3.14,6.12,1.76,95.54,11.02,84.52
76,300503,昊志机电,2.62,6.76,2.77,96.77,12.15,84.62
400,2783,凯龙股份,6.34,15.8,6.49,113.89,28.63,85.26
184,300559,佳发安泰,0.29,5.2,2.47,93.5,7.96,85.54
906,300484,蓝海华腾,1.79,5.39,2.41,97.31,9.59,87.72
1048,300550,和仁科技,0.41,3.12,1.8,93.78,5.33,88.45
358,300545,联得装备,3.12,6.31,1.96,100.21,11.39,88.82
1037,300526,中潜股份,2.0,5.64,2.35,102.07,9.99,92.08
229,300535,达威股份,5.26,10.14,3.49,111.0,18.89,92.11
29,300558,贝达药业,0.0,3.33,0.0,96.05,3.33,92.72
75,300538,同益股份,3.59,6.94,2.2,105.48,12.73,92.75
496,300525,博思软件,2.86,5.81,1.8,103.55,10.47,93.08
200,300548,博创科技,2.72,6.52,2.48,106.76,11.72,95.04
561,300519,新光药业,2.99,7.56,3.1,110.19,13.65,96.54
603,300500,苏州设计,7.07,11.43,3.0,119.35,21.5,97.85
32,300532,今天国际,4.27,8.51,2.88,113.99,15.66,98.33
882,2777,久远银海,2.53,5.19,1.29,109.5,9.01,100.49
2456,603888,新华网,1.15,7.51,3.36,112.85,12.02,100.83
22,300557,理工光科,0.78,6.49,2.91,111.31,10.18,101.13
50,300547,川环科技,5.36,10.72,3.99,122.89,20.07,102.82
28,603858,步长制药,0.34,13.74,10.65,129.6,24.73,104.87
2675,300520,科大国创,2.46,5.22,1.47,115.34,9.15,106.19
1216,300516,久之洋,5.23,8.98,2.46,126.6,16.67,109.93
258,300553,集智股份,0.87,4.82,1.76,120.77,7.45,113.32
562,300518,盛讯达,5.25,10.91,4.28,141.55,20.44,121.11
220,300522,世名科技,4.27,8.15,2.56,136.6,14.98,121.62
25,300491,通合科技,2.48,4.98,1.33,133.1,8.79,124.31
188,300501,海顺新材,5.99,10.41,3.15,144.28,19.55,124.73
2924,603160,汇顶科技,0.08,3.76,2.52,136.66,6.36,130.3
157,300507,苏奥传感,5.36,11.36,4.58,151.73,21.3,130.43
104,300546,雄帝科技,4.4,10.3,4.44,151.27,19.14,132.13
2014,300523,辰安科技,5.85,9.01,2.04,149.28,16.9,132.38
59,300502,新易盛,5.88,12.51,5.15,160.1,23.54,136.56
47,603716,塞力斯,3.72,13.37,5.22,160.62,22.31,138.31
1380,300533,冰川网络,8.8,14.49,4.31,166.2,27.6,138.6
995,300508,维宏股份,3.52,7.56,2.69,157.67,13.77,143.9
44,300543,朗科智能,5.5,9.93,3.18,163.7,18.61,145.09
585,300531,优博讯,2.84,6.62,2.66,157.87,12.12,145.75
1460,603986,兆易创新,6.62,12.37,4.38,177.97,23.37,154.6
204,2801,微光股份,4.68,12.19,5.91,193.37,22.78,170.59
1754,600519,贵州茅台,1.09,54.64,46.74,316.89,102.47,214.42
